temp,ph,do,ammonia,turbidity,salinity
29.87,8.15,7.6,0.036,21.0,18.03
29.86,8.15,7.64,0.036,19.0,18.03
29.84,8.18,7.83,0.036,19.0,18.03
29.78,8.14,7.7,0.036,20.0,18.03
29.88,8.17,7.7,0.036,19.0,18.03
29.83,8.19,7.72,0.036,19.0,18.03
29.75,8.13,7.61,0.036,17.0,18.03
29.82,8.16,7.83,0.036,18.0,18.031
29.84,8.16,7.49,0.036,17.0,18.031
29.84,8.16,7.78,0.036,19.0,18.03
29.78,8.18,7.54,0.036,20.0,18.031
29.75,8.15,7.59,0.036,22.0,18.031
29.89,8.16,7.71,0.036,21.0,18.031
29.82,8.12,7.71,0.036,19.0,18.031
29.86,8.18,7.73,0.036,20.0,18.031
29.88,8.12,7.7,0.036,18.0,18.032
29.86,8.18,7.81,0.036,17.0,18.032
29.83,8.16,7.61,0.036,22.0,18.032
29.82,8.15,7.76,0.036,19.0,18.032
29.83,8.15,7.65,0.036,20.0,18.032
29.91,8.21,7.75,0.036,17.0,18.031
29.84,8.16,7.86,0.036,18.0,18.032
29.9,8.15,7.63,0.036,20.0,18.032
29.85,8.15,7.64,0.036,18.0,18.031
29.9,8.17,7.82,0.036,19.0,18.031
29.8,8.2,7.72,0.036,21.0,18.031
29.92,8.19,7.66,0.036,16.0,18.031
29.87,8.13,7.68,0.036,19.0,18.031
29.91,8.16,7.79,0.036,18.0,18.031
29.9,8.19,7.71,0.035,16.0,18.031
29.95,8.17,7.73,0.035,21.0,18.031
29.84,8.16,7.62,0.035,18.0,18.031
29.87,8.15,7.61,0.035,21.0,18.031
29.93,8.17,7.68,0.036,18.0,18.031
29.92,8.17,7.8,0.036,19.0,18.031
29.94,8.18,7.9,0.035,19.0,18.031
29.9,8.17,7.78,0.035,20.0,18.032
29.9,8.17,7.79,0.035,19.0,18.032
29.89,8.2,7.81,0.035,20.0,18.031
29.75,8.18,7.91,0.035,18.0,18.031
29.87,8.21,7.65,0.036,22.0,18.031
29.83,8.2,7.78,0.036,19.0,18.032
29.79,8.16,7.86,0.036,18.0,18.032
29.89,8.16,7.84,0.035,21.0,18.032
29.89,8.19,7.8,0.035,19.0,18.032
29.88,8.17,7.69,0.035,21.0,18.032
29.88,8.18,7.86,0.035,20.0,18.032
29.81,8.16,7.67,0.035,19.0,18.031
29.85,8.17,7.79,0.036,18.0,18.031
29.88,8.19,7.76,0.036,19.0,18.031
29.85,8.17,7.88,0.036,19.0,18.031
29.93,8.17,7.9,0.035,18.0,18.032
29.89,8.15,7.89,0.035,19.0,18.031
29.88,8.17,7.77,0.035,20.0,18.032
29.9,8.17,7.76,0.035,17.0,18.031
29.94,8.17,7.76,0.035,18.0,18.032
29.88,8.15,7.78,0.035,20.0,18.031
29.92,8.19,7.8,0.035,21.0,18.031
29.8,8.19,7.68,0.036,19.0,18.031
29.97,8.16,7.9,0.036,20.0,18.031
29.9,8.17,7.88,0.036,24.0,18.031
29.88,8.15,7.8,0.036,20.0,18.031
29.88,8.17,7.71,0.036,21.0,18.031
29.9,8.16,7.83,0.036,19.0,18.031
29.91,8.17,7.73,0.036,19.0,18.031
29.81,8.17,7.79,0.036,22.0,18.03
29.9,8.17,7.81,0.036,20.0,18.031
29.92,8.19,7.77,0.036,19.0,18.031
29.94,8.19,7.89,0.036,21.0,18.031
29.82,8.19,7.78,0.036,18.0,18.031
29.96,8.16,7.92,0.036,19.0,18.031
29.93,8.18,7.79,0.036,20.0,18.031
29.86,8.2,7.88,0.036,22.0,18.031
29.89,8.15,7.94,0.036,17.0,18.031
29.9,8.19,7.84,0.036,21.0,18.031
29.85,8.19,7.78,0.036,18.0,18.031
29.87,8.2,7.97,0.036,18.0,18.031
29.93,8.17,7.97,0.036,21.0,18.032
29.96,8.18,7.79,0.036,18.0,18.032
29.87,8.18,8.0,0.036,17.0,18.032
29.86,8.18,7.8,0.036,19.0,18.032
29.85,8.19,7.73,0.036,21.0,18.032
29.96,8.18,7.97,0.036,21.0,18.032
29.91,8.15,8.03,0.035,21.0,18.032
29.93,8.14,7.81,0.036,22.0,18.032
29.92,8.2,7.81,0.035,19.0,18.032
29.94,8.19,7.8,0.035,21.0,18.032
29.95,8.19,7.85,0.035,18.0,18.032
29.86,8.2,7.87,0.035,20.0,18.032
29.85,8.18,7.88,0.035,19.0,18.032
29.93,8.18,7.97,0.035,23.0,18.032
29.96,8.19,8.04,0.035,19.0,18.032
29.88,8.18,7.79,0.035,17.0,18.032
29.91,8.21,7.77,0.035,20.0,18.033
29.93,8.19,7.88,0.035,20.0,18.033
29.87,8.18,7.84,0.035,22.0,18.032
29.98,8.17,7.98,0.035,19.0,18.032
29.9,8.19,7.9,0.035,17.0,18.033
29.9,8.2,7.83,0.035,21.0,18.033
29.83,8.18,8.02,0.035,19.0,18.033
29.91,8.21,8.0,0.035,19.0,18.033
29.9,8.18,7.93,0.035,20.0,18.033
29.98,8.15,7.99,0.035,18.0,18.033
29.97,8.19,8.0,0.035,17.0,18.033
29.87,8.21,7.93,0.035,22.0,18.033
29.88,8.18,8.01,0.035,18.0,18.033
29.94,8.15,7.8,0.036,18.0,18.033
29.94,8.18,8.05,0.036,18.0,18.033
29.95,8.17,8.0,0.036,20.0,18.033
29.91,8.21,7.92,0.036,19.0,18.033
29.91,8.2,7.95,0.035,20.0,18.033
30.01,8.19,7.91,0.035,18.0,18.033
29.88,8.16,8.0,0.035,17.0,18.033
29.95,8.2,7.92,0.035,21.0,18.033
30.03,8.2,7.8,0.035,17.0,18.033
29.91,8.18,7.89,0.035,17.0,18.033
29.92,8.2,7.95,0.035,18.0,18.033
29.93,8.2,8.0,0.035,20.0,18.033
30.02,8.2,7.94,0.035,18.0,18.033
29.96,8.16,7.95,0.035,19.0,18.033
29.87,8.22,8.01,0.035,20.0,18.033
29.92,8.2,7.98,0.035,19.0,18.033
29.92,8.2,8.02,0.035,19.0,18.033
29.91,8.19,8.03,0.035,22.0,18.033
29.86,8.16,7.95,0.035,18.0,18.032
29.96,8.2,8.07,0.035,20.0,18.032
29.89,8.21,8.0,0.035,20.0,18.032
29.9,8.18,7.97,0.035,20.0,18.032
29.92,8.22,7.99,0.035,17.0,18.033
29.89,8.22,8.01,0.035,19.0,18.032
29.87,8.19,8.06,0.035,19.0,18.032
29.88,8.17,7.85,0.035,19.0,18.032
29.94,8.19,8.02,0.035,19.0,18.032
29.96,8.18,7.91,0.035,16.0,18.032
29.95,8.19,8.02,0.035,18.0,18.032
29.95,8.2,7.96,0.035,20.0,18.032
29.9,8.2,8.02,0.035,21.0,18.032
29.96,8.19,8.15,0.035,20.0,18.032
29.94,8.19,7.97,0.035,19.0,18.032
29.94,8.22,8.09,0.035,21.0,18.032
29.92,8.18,8.04,0.035,20.0,18.033
29.93,8.23,7.92,0.035,21.0,18.033
29.94,8.21,8.04,0.035,18.0,18.033
29.97,8.18,8.16,0.035,20.0,18.033
29.92,8.21,8.08,0.035,18.0,18.033
29.92,8.19,7.99,0.035,19.0,18.033
29.95,8.19,8.08,0.035,21.0,18.033
29.89,8.14,8.09,0.035,19.0,18.033
29.92,8.19,7.98,0.035,21.0,18.033
29.97,8.16,8.09,0.035,18.0,18.033
29.93,8.17,8.01,0.035,18.0,18.033
29.96,8.15,8.11,0.035,21.0,18.033
29.99,8.23,8.15,0.035,21.0,18.033
29.94,8.22,8.17,0.035,20.0,18.033
29.94,8.2,8.07,0.035,20.0,18.033
29.91,8.21,7.94,0.035,18.0,18.033
29.8,8.18,7.94,0.035,18.0,18.033
29.83,8.22,8.05,0.035,17.0,18.033
29.91,8.19,8.05,0.035,18.0,18.033
30.01,8.2,7.93,0.035,20.0,18.032
29.89,8.25,8.1,0.035,20.0,18.032
29.94,8.15,8.03,0.035,18.0,18.032
29.93,8.16,8.08,0.035,21.0,18.032
29.9,8.18,7.93,0.035,19.0,18.032
30.01,8.2,7.99,0.035,20.0,18.032
29.96,8.21,7.96,0.035,20.0,18.032
29.95,8.18,8.07,0.035,17.0,18.032
29.97,8.19,8.03,0.035,21.0,18.032
30.0,8.21,8.14,0.035,19.0,18.032
29.93,8.19,7.98,0.036,22.0,18.033
29.95,8.23,8.14,0.036,17.0,18.033
29.91,8.22,8.09,0.036,22.0,18.033
29.92,8.19,8.12,0.036,18.0,18.033
29.92,8.21,8.05,0.036,16.0,18.033
29.95,8.19,8.15,0.036,19.0,18.033
30.0,8.2,8.09,0.036,20.0,18.033
29.95,8.17,8.03,0.036,19.0,18.033
29.9,8.2,8.24,0.036,19.0,18.033
29.94,8.23,8.09,0.036,19.0,18.033
29.92,8.18,8.21,0.036,20.0,18.033
30.02,8.19,8.18,0.036,16.0,18.033
29.95,8.2,7.97,0.036,17.0,18.033
30.01,8.18,8.03,0.036,21.0,18.033
29.95,8.23,8.03,0.036,18.0,18.033
30.05,8.2,8.15,0.036,18.0,18.033
30.0,8.24,8.04,0.036,19.0,18.033
29.96,8.21,8.24,0.036,17.0,18.033
29.97,8.21,8.19,0.036,18.0,18.033
29.93,8.22,8.11,0.036,21.0,18.033
29.94,8.22,8.22,0.036,19.0,18.033
30.04,8.2,8.08,0.036,20.0,18.033
29.91,8.2,8.18,0.036,21.0,18.033
29.98,8.21,8.06,0.036,18.0,18.033
29.98,8.21,8.07,0.035,24.0,18.034
29.99,8.21,8.18,0.035,20.0,18.033
29.91,8.21,7.95,0.035,18.0,18.033
30.03,8.24,8.19,0.035,19.0,18.033
29.9,8.17,8.21,0.035,19.0,18.033
29.86,8.21,8.09,0.035,18.0,18.033
29.97,8.19,8.19,0.035,21.0,18.033
29.94,8.15,8.17,0.035,19.0,18.033
29.96,8.21,8.25,0.035,18.0,18.034
29.88,8.21,8.08,0.035,22.0,18.034
30.02,8.19,8.22,0.035,19.0,18.034
29.94,8.17,8.29,0.035,20.0,18.034
29.94,8.22,8.07,0.035,19.0,18.034
29.96,8.19,8.07,0.035,19.0,18.034
29.85,8.19,8.19,0.035,20.0,18.034
29.94,8.19,8.15,0.035,23.0,18.034
29.95,8.21,8.27,0.035,19.0,18.034
30.06,8.2,8.11,0.035,20.0,18.033
29.96,8.2,8.25,0.036,19.0,18.033
29.86,8.19,8.19,0.035,19.0,18.033
29.93,8.2,8.24,0.035,18.0,18.033
29.96,8.22,8.15,0.036,20.0,18.033
29.98,8.22,8.12,0.036,18.0,18.032
29.87,8.18,8.22,0.036,23.0,18.032
30.07,8.19,8.19,0.036,18.0,18.032
29.94,8.19,8.27,0.036,20.0,18.032
29.96,8.2,8.04,0.036,17.0,18.032
29.92,8.19,8.21,0.036,22.0,18.032
29.95,8.17,8.17,0.036,20.0,18.032
29.97,8.2,8.19,0.036,20.0,18.032
29.95,8.18,8.21,0.036,22.0,18.032
29.97,8.23,8.43,0.036,19.0,18.032
29.99,8.19,8.24,0.036,17.0,18.031
29.89,8.2,8.2,0.036,19.0,18.032
29.99,8.2,8.24,0.036,19.0,18.031
29.91,8.19,8.27,0.036,18.0,18.032
29.93,8.18,8.28,0.036,19.0,18.032
30.03,8.23,8.44,0.036,17.0,18.032
29.95,8.23,8.2,0.036,17.0,18.032
29.9,8.24,8.35,0.036,18.0,18.032
30.01,8.19,8.29,0.036,19.0,18.032
30.03,8.19,8.2,0.036,21.0,18.032
29.93,8.23,8.3,0.036,18.0,18.032
29.96,8.21,8.11,0.036,16.0,18.032
30.02,8.18,8.23,0.036,20.0,18.032
29.98,8.22,8.38,0.036,18.0,18.032
29.97,8.21,8.16,0.036,21.0,18.032
29.92,8.21,8.16,0.036,19.0,18.032
29.98,8.17,8.3,0.036,20.0,18.032
29.92,8.18,8.34,0.036,19.0,18.032
29.97,8.25,8.15,0.036,19.0,18.031
29.95,8.19,8.35,0.036,20.0,18.032
29.97,8.19,8.44,0.036,19.0,18.031
29.95,8.24,8.12,0.036,18.0,18.032
30.02,8.22,8.2,0.036,22.0,18.032
30.01,8.18,8.23,0.036,19.0,18.032
30.01,8.2,8.37,0.036,17.0,18.032
29.92,8.2,8.35,0.036,19.0,18.032
29.95,8.22,8.28,0.036,20.0,18.032
29.95,8.17,8.41,0.036,20.0,18.032
29.97,8.22,8.23,0.036,18.0,18.032
30.05,8.22,8.32,0.036,19.0,18.032
30.01,8.14,8.18,0.036,21.0,18.032
29.95,8.2,8.29,0.036,19.0,18.032
29.93,8.21,8.21,0.036,20.0,18.032
30.01,8.23,8.33,0.036,19.0,18.032
30.08,8.19,8.37,0.036,19.0,18.032
29.91,8.2,8.38,0.036,20.0,18.032
29.86,8.19,8.43,0.036,19.0,18.032
29.99,8.19,8.21,0.036,17.0,18.032
30.15,8.22,8.33,0.036,19.0,18.032
30.0,8.24,8.32,0.036,19.0,18.032
30.0,8.21,8.29,0.036,21.0,18.032
30.01,8.23,8.23,0.036,18.0,18.032
29.94,8.23,8.3,0.036,22.0,18.032
30.0,8.23,8.34,0.036,22.0,18.033
29.97,8.22,8.29,0.036,18.0,18.033
30.02,8.21,8.29,0.036,20.0,18.033
29.96,8.21,8.29,0.036,22.0,18.033
30.02,8.22,8.36,0.036,20.0,18.032
29.91,8.2,8.3,0.036,19.0,18.032
30.02,8.22,8.29,0.036,19.0,18.032
29.97,8.22,8.12,0.036,20.0,18.032
30.0,8.23,8.19,0.036,20.0,18.033
29.93,8.21,8.26,0.036,22.0,18.033
29.97,8.19,8.37,0.036,19.0,18.033
29.95,8.22,8.18,0.036,19.0,18.033
29.95,8.19,8.37,0.036,19.0,18.033
30.01,8.2,8.43,0.036,21.0,18.033
29.96,8.23,8.31,0.036,20.0,18.033
30.03,8.17,8.34,0.036,19.0,18.033
30.0,8.2,8.36,0.036,17.0,18.032
29.92,8.22,8.36,0.036,20.0,18.032
30.01,8.23,8.2,0.036,19.0,18.032
29.91,8.21,8.37,0.036,22.0,18.032
29.97,8.19,8.26,0.036,19.0,18.032
29.96,8.27,8.21,0.036,21.0,18.032
30.02,8.2,8.39,0.036,19.0,18.032
30.07,8.2,8.34,0.036,18.0,18.032
30.02,8.2,8.62,0.036,20.0,18.032
29.91,8.22,8.28,0.036,18.0,18.032
29.96,8.2,8.29,0.036,19.0,18.032
29.93,8.23,8.47,0.036,22.0,18.031
30.02,8.22,8.32,0.036,21.0,18.031
30.05,8.24,8.25,0.036,18.0,18.031
29.95,8.22,8.51,0.036,19.0,18.031
29.9,8.19,8.25,0.036,18.0,18.031
30.07,8.23,8.37,0.036,17.0,18.032
30.02,8.24,8.27,0.036,18.0,18.031
29.98,8.23,8.38,0.036,19.0,18.032
30.01,8.23,8.38,0.036,20.0,18.031
29.97,8.19,8.27,0.036,20.0,18.031
30.03,8.23,8.39,0.036,20.0,18.031
29.91,8.24,8.27,0.036,18.0,18.031
30.06,8.21,8.42,0.036,19.0,18.031
29.97,8.22,8.42,0.036,22.0,18.031
30.05,8.25,8.4,0.036,18.0,18.031
29.97,8.21,8.37,0.036,20.0,18.031
30.02,8.2,8.51,0.036,20.0,18.031
30.01,8.2,8.43,0.036,23.0,18.031
29.98,8.21,8.4,0.036,21.0,18.031
30.05,8.24,8.47,0.036,19.0,18.03
29.99,8.22,8.42,0.036,20.0,18.03
29.94,8.19,8.42,0.036,19.0,18.03
29.94,8.22,8.54,0.036,18.0,18.03
30.0,8.23,8.49,0.036,19.0,18.03
29.96,8.23,8.33,0.036,18.0,18.03
30.01,8.22,8.51,0.036,19.0,18.03
30.04,8.22,8.39,0.036,22.0,18.029
30.02,8.23,8.37,0.036,18.0,18.03
30.0,8.21,8.51,0.036,23.0,18.03
29.96,8.19,8.35,0.036,20.0,18.03
29.95,8.19,8.53,0.036,20.0,18.03
30.07,8.18,8.41,0.036,20.0,18.03
29.93,8.22,8.38,0.036,17.0,18.03
30.06,8.22,8.48,0.036,20.0,18.03
30.05,8.24,8.56,0.036,22.0,18.03
29.99,8.21,8.41,0.036,20.0,18.03
30.06,8.25,8.52,0.036,18.0,18.03
30.06,8.18,8.56,0.036,21.0,18.03
29.95,8.25,8.47,0.036,20.0,18.03
30.04,8.18,8.35,0.036,18.0,18.03
29.96,8.22,8.39,0.036,21.0,18.03
30.04,8.21,8.27,0.036,19.0,18.03
30.05,8.23,8.54,0.036,22.0,18.03
29.97,8.23,8.48,0.036,21.0,18.03
29.95,8.21,8.54,0.036,16.0,18.03
30.1,8.2,8.56,0.036,20.0,18.031
29.99,8.24,8.47,0.036,21.0,18.031
30.03,8.23,8.56,0.036,20.0,18.031
30.04,8.24,8.37,0.037,19.0,18.031
30.04,8.21,8.45,0.037,20.0,18.031
30.0,8.22,8.34,0.036,23.0,18.031
29.98,8.19,8.3,0.036,20.0,18.031
30.0,8.23,8.44,0.036,20.0,18.031
29.96,8.23,8.61,0.036,19.0,18.031
30.03,8.22,8.45,0.036,20.0,18.031
29.9,8.18,8.45,0.036,17.0,18.031
29.99,8.21,8.54,0.036,20.0,18.031
30.02,8.2,8.41,0.036,19.0,18.031
29.88,8.24,8.43,0.036,19.0,18.031
29.95,8.21,8.56,0.036,18.0,18.03
30.11,8.21,8.54,0.036,18.0,18.031
29.95,8.26,8.6,0.036,18.0,18.031
30.0,8.24,8.5,0.036,18.0,18.031
29.99,8.22,8.44,0.036,20.0,18.03
29.98,8.23,8.31,0.036,17.0,18.03
29.93,8.23,8.37,0.036,20.0,18.03
29.92,8.24,8.51,0.036,21.0,18.03
29.94,8.21,8.28,0.036,21.0,18.03
30.02,8.23,8.52,0.036,19.0,18.03
29.97,8.21,8.59,0.036,21.0,18.03
30.0,8.18,8.59,0.036,20.0,18.03
29.99,8.24,8.57,0.036,22.0,18.03
29.95,8.23,8.51,0.036,21.0,18.03
30.02,8.22,8.5,0.036,20.0,18.03
30.06,8.25,8.63,0.036,19.0,18.03
29.93,8.25,8.48,0.036,19.0,18.03
29.84,8.22,8.56,0.036,20.0,18.03
30.05,8.24,8.61,0.036,19.0,18.03
30.0,8.18,8.66,0.036,22.0,18.03
29.93,8.22,8.51,0.036,17.0,18.03
30.12,8.22,8.51,0.036,19.0,18.031
29.96,8.24,8.51,0.036,19.0,18.03
30.07,8.2,8.55,0.036,21.0,18.03
29.93,8.23,8.54,0.036,20.0,18.03
29.96,8.2,8.52,0.036,18.0,18.03
30.0,8.21,8.46,0.036,20.0,18.03
29.98,8.24,8.48,0.036,20.0,18.03
29.95,8.2,8.56,0.036,18.0,18.03
29.92,8.24,8.54,0.036,18.0,18.03
29.9,8.2,8.57,0.036,20.0,18.03
29.97,8.19,8.4,0.036,19.0,18.03
29.99,8.21,8.48,0.036,18.0,18.03
30.01,8.22,8.57,0.036,21.0,18.03
29.98,8.23,8.57,0.036,17.0,18.03
30.04,8.2,8.51,0.036,19.0,18.03
30.01,8.21,8.46,0.036,17.0,18.03
29.99,8.24,8.38,0.036,18.0,18.03
29.99,8.26,8.44,0.036,20.0,18.03
30.0,8.21,8.52,0.036,22.0,18.03
30.06,8.22,8.49,0.036,20.0,18.03
30.01,8.23,8.57,0.036,19.0,18.03
29.96,8.23,8.55,0.036,20.0,18.03
29.98,8.23,8.64,0.036,20.0,18.03
30.03,8.21,8.43,0.036,20.0,18.03
30.05,8.25,8.7,0.036,17.0,18.03
30.0,8.25,8.47,0.036,19.0,18.03
29.94,8.25,8.56,0.036,19.0,18.03
30.0,8.24,8.42,0.036,19.0,18.031
30.07,8.23,8.59,0.036,19.0,18.031
30.02,8.24,8.49,0.036,17.0,18.031
30.07,8.22,8.5,0.036,17.0,18.031
29.98,8.22,8.71,0.036,22.0,18.031
30.06,8.21,8.64,0.036,17.0,18.03
29.99,8.23,8.62,0.036,21.0,18.03
30.04,8.23,8.4,0.036,22.0,18.03
30.0,8.24,8.58,0.036,21.0,18.03
29.97,8.19,8.5,0.036,19.0,18.03
30.06,8.25,8.58,0.036,20.0,18.029
30.01,8.27,8.69,0.036,20.0,18.029
30.03,8.21,8.67,0.036,19.0,18.03
30.04,8.26,8.66,0.036,23.0,18.029
29.92,8.24,8.76,0.036,20.0,18.029
30.0,8.21,8.58,0.036,19.0,18.029
30.06,8.25,8.74,0.036,20.0,18.029
29.92,8.22,8.63,0.036,18.0,18.029
30.0,8.24,8.53,0.036,17.0,18.03
29.92,8.28,8.63,0.036,18.0,18.03
30.01,8.25,8.59,0.036,19.0,18.03
30.02,8.21,8.49,0.036,19.0,18.029
29.99,8.21,8.53,0.036,21.0,18.03
30.0,8.23,8.57,0.036,18.0,18.029
30.03,8.23,8.56,0.036,18.0,18.029
30.05,8.21,8.67,0.036,20.0,18.029
30.04,8.23,8.57,0.036,16.0,18.03
29.98,8.24,8.59,0.036,19.0,18.03
30.01,8.26,8.6,0.036,19.0,18.03
29.99,8.22,8.54,0.036,20.0,18.029
29.94,8.25,8.69,0.036,18.0,18.029
30.04,8.2,8.78,0.036,21.0,18.029
30.02,8.25,8.58,0.036,19.0,18.029
30.04,8.24,8.66,0.036,19.0,18.029
29.99,8.23,8.58,0.036,23.0,18.029
29.97,8.21,8.64,0.036,18.0,18.029
30.07,8.27,8.53,0.036,21.0,18.029
30.05,8.23,8.71,0.036,19.0,18.029
30.04,8.24,8.55,0.036,19.0,18.029
30.06,8.24,8.66,0.036,19.0,18.029
29.99,8.26,8.58,0.036,22.0,18.029
29.83,8.28,8.57,0.036,18.0,18.029
29.97,8.22,8.62,0.036,16.0,18.029
29.97,8.22,8.57,0.036,18.0,18.029
29.96,8.24,8.67,0.036,22.0,18.029
30.03,8.23,8.53,0.036,17.0,18.029
29.93,8.22,8.64,0.036,20.0,18.029
30.05,8.22,8.67,0.036,19.0,18.029
30.09,8.22,8.73,0.036,20.0,18.029
30.07,8.2,8.62,0.036,21.0,18.029
29.98,8.27,8.65,0.036,20.0,18.029
29.97,8.25,8.75,0.035,16.0,18.029
30.08,8.25,8.61,0.035,21.0,18.029
30.03,8.26,8.73,0.036,23.0,18.029
30.03,8.23,8.6,0.035,19.0,18.029
29.93,8.22,8.61,0.035,18.0,18.029
30.02,8.22,8.73,0.036,18.0,18.029
30.06,8.25,8.64,0.036,20.0,18.029
30.03,8.21,8.68,0.036,20.0,18.029
30.0,8.21,8.52,0.036,18.0,18.029
30.03,8.24,8.69,0.036,18.0,18.029
30.0,8.19,8.6,0.036,18.0,18.029
30.06,8.25,8.68,0.036,22.0,18.029
30.04,8.22,8.74,0.036,22.0,18.029
29.91,8.22,8.64,0.036,20.0,18.029
30.07,8.22,8.87,0.035,21.0,18.029
30.07,8.24,8.65,0.035,19.0,18.029
30.13,8.25,8.5,0.035,20.0,18.029
30.02,8.28,8.59,0.036,21.0,18.029
29.87,8.23,8.56,0.036,19.0,18.029
29.97,8.21,8.92,0.035,20.0,18.029
30.01,8.24,8.77,0.036,19.0,18.029
30.0,8.23,8.62,0.035,19.0,18.03
29.99,8.19,8.54,0.035,20.0,18.029
30.03,8.22,8.83,0.035,20.0,18.029
29.96,8.23,8.67,0.035,20.0,18.029
30.04,8.23,8.65,0.036,20.0,18.029
30.04,8.23,8.72,0.036,20.0,18.029
29.98,8.24,8.75,0.036,21.0,18.029
29.95,8.25,8.69,0.036,23.0,18.029
30.06,8.2,8.68,0.035,19.0,18.029
30.04,8.25,8.7,0.036,16.0,18.029
29.97,8.19,8.69,0.036,18.0,18.028
29.98,8.25,8.73,0.036,21.0,18.028
30.02,8.21,8.77,0.036,22.0,18.028
29.93,8.26,8.7,0.036,20.0,18.029
30.04,8.25,8.59,0.036,20.0,18.029
29.96,8.25,8.59,0.036,19.0,18.029
30.05,8.25,8.71,0.036,15.0,18.029
30.03,8.26,8.68,0.036,18.0,18.029
30.06,8.21,8.78,0.036,17.0,18.029
29.99,8.25,8.55,0.036,21.0,18.029
29.86,8.27,8.81,0.036,18.0,18.03
29.98,8.21,8.71,0.036,19.0,18.03
29.95,8.27,8.73,0.036,20.0,18.03
29.99,8.22,8.79,0.036,19.0,18.029
29.94,8.22,8.61,0.036,20.0,18.03
29.94,8.24,8.6,0.036,19.0,18.03
30.02,8.23,8.8,0.036,19.0,18.03
30.04,8.24,8.69,0.036,18.0,18.03
30.01,8.24,8.63,0.036,17.0,18.03
30.09,8.22,8.78,0.036,18.0,18.03
30.03,8.25,8.84,0.036,19.0,18.029
29.95,8.21,8.66,0.036,18.0,18.029
29.94,8.26,8.7,0.036,16.0,18.029
30.08,8.27,8.77,0.036,23.0,18.029
29.97,8.27,8.62,0.036,22.0,18.03
30.02,8.22,8.52,0.036,20.0,18.03
29.97,8.25,8.76,0.036,19.0,18.03
29.97,8.26,8.75,0.036,21.0,18.03
29.9,8.24,8.64,0.036,18.0,18.03
29.99,8.23,8.88,0.036,20.0,18.03
29.99,8.23,8.76,0.036,22.0,18.03
29.98,8.22,8.8,0.036,19.0,18.03
30.02,8.24,8.66,0.036,15.0,18.03
29.91,8.26,8.76,0.036,18.0,18.03
29.99,8.23,8.84,0.036,19.0,18.03
29.99,8.2,8.75,0.036,20.0,18.03
30.04,8.22,8.74,0.036,19.0,18.03
29.96,8.25,8.85,0.036,16.0,18.03
30.04,8.22,8.65,0.036,19.0,18.03
29.95,8.23,8.75,0.036,20.0,18.03
30.03,8.26,8.81,0.036,19.0,18.03
30.13,8.26,8.8,0.036,20.0,18.03
29.98,8.24,8.96,0.036,20.0,18.03
30.08,8.21,8.84,0.036,19.0,18.03
29.92,8.27,8.73,0.036,21.0,18.03
29.9,8.24,8.76,0.036,19.0,18.03
30.04,8.24,8.79,0.036,20.0,18.031
29.94,8.22,8.66,0.036,17.0,18.031
30.04,8.25,8.74,0.036,21.0,18.03
29.96,8.26,8.9,0.036,19.0,18.03
29.89,8.23,8.85,0.036,21.0,18.03
30.01,8.29,8.67,0.036,19.0,18.03
29.92,8.22,8.85,0.036,18.0,18.03
30.0,8.24,8.79,0.036,19.0,18.03
29.9,8.26,8.77,0.036,19.0,18.03
29.92,8.26,8.9,0.036,22.0,18.03
30.03,8.24,8.71,0.036,21.0,18.03
29.95,8.22,8.81,0.036,20.0,18.03
30.04,8.27,8.74,0.036,20.0,18.03
29.92,8.26,8.73,0.036,17.0,18.031
29.96,8.27,8.75,0.036,20.0,18.031
30.06,8.19,8.8,0.036,21.0,18.031
30.03,8.24,8.83,0.036,19.0,18.031
30.0,8.26,8.76,0.036,20.0,18.031
30.01,8.25,8.84,0.036,18.0,18.031
30.0,8.25,8.83,0.036,17.0,18.031
29.96,8.27,8.74,0.036,20.0,18.031
29.95,8.25,8.85,0.036,21.0,18.031
30.03,8.24,8.88,0.036,18.0,18.031
29.98,8.22,8.9,0.036,20.0,18.031
30.01,8.26,8.73,0.036,17.0,18.032
30.0,8.23,8.84,0.036,21.0,18.032
29.99,8.23,8.74,0.036,18.0,18.032
29.95,8.27,8.8,0.036,18.0,18.032
30.01,8.27,8.74,0.036,19.0,18.032
30.01,8.24,8.9,0.036,21.0,18.032
29.99,8.25,8.89,0.036,17.0,18.032
30.05,8.26,8.83,0.036,18.0,18.032
30.07,8.21,8.81,0.036,19.0,18.032
29.89,8.23,8.79,0.036,21.0,18.032
29.98,8.25,8.79,0.036,18.0,18.032
30.11,8.24,8.73,0.036,19.0,18.032
30.03,8.21,8.8,0.036,19.0,18.032
29.97,8.2,8.68,0.036,19.0,18.033
29.97,8.22,8.8,0.036,20.0,18.033
29.98,8.27,8.72,0.036,21.0,18.033
29.95,8.26,8.88,0.036,19.0,18.033
29.99,8.25,8.94,0.036,22.0,18.032
29.91,8.21,8.78,0.036,18.0,18.032
29.97,8.27,8.75,0.036,20.0,18.032
30.02,8.24,8.81,0.036,21.0,18.032
30.01,8.26,8.77,0.036,17.0,18.032
29.94,8.22,8.87,0.036,21.0,18.032
29.87,8.23,8.92,0.036,22.0,18.032
30.03,8.26,8.89,0.036,17.0,18.032
29.96,8.24,8.79,0.036,20.0,18.032
29.95,8.26,8.8,0.036,20.0,18.032
30.0,8.27,8.72,0.036,19.0,18.032
